lat origin airport,long origin airport,lat destination airport,long destination airport,origin airport,destination airport
48.11243339,16.57483798,51.72084301,19.39494274,vienna-international,lodz-wladyslaw-reymont
48.11243339,16.57483798,51.23719306,22.71265524,vienna-international,lublin
48.11243339,16.57483798,52.42056505,16.82793865,vienna-international,poznan-lawica
48.11243339,16.57483798,50.11424137,22.02400823,vienna-international,rzeszow-jasionka
48.11243339,16.57483798,52.16751858,20.96607839,vienna-international,warsaw-chopin
48.11243339,16.57483798,51.10611032,16.87907565,vienna-international,copernicus-airport-wroclaw
48.11243339,16.57483798,38.77652215,-9.137324464,vienna-international,lisbon-portela
48.11243339,16.57483798,41.24167551,-8.679150062,vienna-international,porto
48.11243339,16.57483798,44.57036759,26.08592959,vienna-international,henri-coanda-international
48.11243339,16.57483798,46.78336758,23.68672898,vienna-international,cluj-international-cluj
48.11243339,16.57483798,47.17686421,27.61872184,vienna-international,iasi-international
48.11243339,16.57483798,44.82173163,20.29111599,vienna-international,belgrade-nikola-tesla
48.11243339,16.57483798,48.17112892,17.2106461,vienna-international,bratislava
48.11243339,16.57483798,48.67297651,21.23829483,vienna-international,kosice-international
48.11243339,16.57483798,46.2274106,14.45189459,vienna-international,ljubljana-joze-pucnik
48.11243339,16.57483798,41.29898632,2.083383804,vienna-international,barcelona-el-prat
48.11243339,16.57483798,42.88280448,-2.732977246,vienna-international,vitoria-vitoria
48.11243339,16.57483798,40.49882187,-3.568455978,vienna-international,adolfo-suarez-madrid-barajas
48.11243339,16.57483798,37.419886,-5.894691156,vienna-international,seville
48.11243339,16.57483798,39.48950604,-0.480022024,vienna-international,valencia
48.11243339,16.57483798,41.66557509,-1.050087204,vienna-international,zaragoza
48.11243339,16.57483798,57.67140854,12.28730406,vienna-international,goteborg-landvetter
48.11243339,16.57483798,59.65012578,17.92282716,vienna-international,stockholm-arlanda
48.11243339,16.57483798,47.59801059,7.523736116,vienna-international,euroairport-basel-mulhouse-freiburg
48.11243339,16.57483798,46.23690511,6.10824207,vienna-international,geneva
48.11243339,16.57483798,47.46144231,8.552618604,vienna-international,zurich
48.11243339,16.57483798,52.31962357,4.739179704,vienna-international,amsterdam-airport-schiphol
48.11243339,16.57483798,51.45791473,5.390808879,vienna-international,eindhoven
48.11243339,16.57483798,51.95672767,4.439722684,vienna-international,rotterdam-the-hague
48.11243339,16.57483798,52.31962357,4.739179704,vienna-international,amsterdam-airport-schiphol
48.11243339,16.57483798,52.45193167,-1.744244238,vienna-international,birmingham
48.11243339,16.57483798,55.95122361,-3.363094563,vienna-international,edinburgh
48.11243339,16.57483798,55.86912858,-4.435405793,vienna-international,glasgow
48.11243339,16.57483798,53.86758182,-1.661159299,vienna-international,leeds-bradford
48.11243339,16.57483798,53.33553879,-2.853859333,vienna-international,liverpool-john-lennon
48.11243339,16.57483798,51.15354077,-0.183642958,vienna-international,gatwick
48.11243339,16.57483798,53.35423896,-2.27726934,vienna-international,manchester
48.11243339,16.57483798,55.03825989,-1.690185611,vienna-international,newcastle
50.90207279,4.482947232,41.41843843,19.71341944,brussels,tirana-international-airport-nene-tereza
50.90207279,4.482947232,48.23964126,14.19116693,brussels,linz
50.90207279,4.482947232,48.11243339,16.57483798,brussels,vienna-international
0,0,0,0,0,0
50.90207279,4.482947232,50.46239012,4.45938871,brussels,brussels-south-charleroi
0,0,0,0,0,0
50.90207279,4.482947232,50.46239012,4.45938871,brussels,brussels-south-charleroi
50.90207279,4.482947232,43.82622396,18.33687115,brussels,sarajevo-international
50.90207279,4.482947232,42.68883587,23.41475799,brussels,sofia
